scenario_id,scenario_class,obs_layout,duration_days,dx_m,domain_m,sigma_ln_k,sigma_ln_s,leakage_b_m,boundary_type,support_effective_radius_m,support_diffusion_radius_m,support_observation_max_radius_m,support_leakage_limit_m,support_boundary_limit_m,support_target_spread,fixed_radius_130m_T_ratio_to_effective,fixed_130m_reference_status
mega_homogeneous_confined_00141,homogeneous confined,far4,2.0,5.0,805.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00142,homogeneous confined,sparse3,10.0,7.5,1005.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00143,homogeneous confined,near4,5.0,7.5,1205.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,50.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00144,homogeneous confined,dense5,10.0,7.5,605.0,0.0,0.0,,none,295.0,311.7691453623984,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00145,homogeneous confined,near4,2.0,10.0,405.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,50.0,,192.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00146,homogeneous confined,far4,1.0,7.5,605.0,0.0,0.0,,none,100.0,98.59006035093006,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00147,homogeneous confined,mixed4,5.0,7.5,1005.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00148,homogeneous confined,dense5,5.0,10.0,1005.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00149,homogeneous confined,mixed4,1.0,7.5,1005.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00150,homogeneous confined,far4,2.0,10.0,1005.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00151,homogeneous confined,dense5,2.0,7.5,605.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00152,homogeneous confined,far4,2.0,5.0,1205.0,0.0,0.0,,none,139.42740046346748,139.42740046346748,200.0,,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00153,homogeneous confined,far4,5.0,10.0,805.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,200.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00154,homogeneous confined,far4,5.0,10.0,1205.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00155,homogeneous confined,near4,2.0,10.0,1205.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,50.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00156,homogeneous confined,mixed4,5.0,7.5,805.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,200.0,,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00157,homogeneous confined,near4,1.0,5.0,405.0,0.0,0.0,,none,98.59006035093006,98.59006035093006,50.0,,197.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00158,homogeneous confined,standard4,2.0,7.5,405.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,100.0,,195.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00159,homogeneous confined,far4,1.0,5.0,805.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00160,homogeneous confined,far4,10.0,7.5,805.0,0.0,0.0,,none,311.7691453623984,311.7691453623984,200.0,,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00161,homogeneous confined,mixed4,1.0,10.0,1205.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00162,homogeneous confined,dense5,1.0,7.5,605.0,0.0,0.0,,none,100.0,98.59006035093006,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00163,homogeneous confined,near4,1.0,10.0,1205.0,0.0,0.0,,none,98.5900603509301,98.5900603509301,50.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00164,homogeneous confined,near4,10.0,7.5,405.0,0.0,0.0,,none,195.0,311.7691453623984,50.0,,195.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00165,homogeneous confined,near4,2.0,7.5,1005.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,50.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00166,homogeneous confined,standard4,5.0,10.0,805.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,100.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00167,homogeneous confined,sparse3,1.0,5.0,1005.0,0.0,0.0,,none,100.0,98.59006035093014,200.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00168,homogeneous confined,mixed4,1.0,5.0,1205.0,0.0,0.0,,none,100.0,98.59006035093023,200.0,,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00169,homogeneous confined,standard4,10.0,10.0,805.0,0.0,0.0,,none,311.7691453623984,311.7691453623984,100.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00170,homogeneous confined,mixed4,5.0,5.0,605.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00171,homogeneous confined,standard4,10.0,10.0,1005.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,100.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00172,homogeneous confined,dense5,5.0,10.0,1205.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00173,homogeneous confined,mixed4,10.0,7.5,805.0,0.0,0.0,,none,311.7691453623984,311.7691453623984,200.0,,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00174,homogeneous confined,sparse3,10.0,7.5,605.0,0.0,0.0,,none,295.0,311.7691453623984,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00175,homogeneous confined,standard4,5.0,10.0,805.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,100.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00176,homogeneous confined,standard4,5.0,7.5,605.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,100.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00177,homogeneous confined,mixed4,5.0,7.5,605.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00178,homogeneous confined,mixed4,1.0,7.5,605.0,0.0,0.0,,none,100.0,98.59006035093006,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00179,homogeneous confined,sparse3,1.0,7.5,805.0,0.0,0.0,,none,100.0,98.59006035093006,200.0,,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00180,homogeneous confined,sparse3,10.0,10.0,1005.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00181,homogeneous confined,standard4,10.0,5.0,1205.0,0.0,0.0,,none,311.76914536239894,311.76914536239894,100.0,,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00182,homogeneous confined,far4,1.0,7.5,805.0,0.0,0.0,,none,100.0,98.59006035093006,200.0,,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00183,homogeneous confined,sparse3,10.0,10.0,1005.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00184,homogeneous confined,near4,2.0,7.5,1205.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,50.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00185,homogeneous confined,dense5,10.0,7.5,605.0,0.0,0.0,,none,295.0,311.7691453623984,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00186,homogeneous confined,sparse3,1.0,10.0,1205.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00187,homogeneous confined,dense5,1.0,7.5,605.0,0.0,0.0,,none,100.0,98.59006035093006,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00188,homogeneous confined,near4,10.0,5.0,405.0,0.0,0.0,,none,197.5,311.7691453623984,50.0,,197.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00189,homogeneous confined,standard4,5.0,5.0,1005.0,0.0,0.0,,none,220.4540768504866,220.4540768504866,100.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00190,homogeneous confined,sparse3,5.0,10.0,605.0,0.0,0.0,,none,220.45407685048622,220.45407685048622,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00191,homogeneous confined,mixed4,2.0,10.0,605.0,0.0,0.0,,none,139.42740046346714,139.42740046346714,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00192,homogeneous confined,standard4,5.0,5.0,405.0,0.0,0.0,,none,197.5,220.4540768504864,100.0,,197.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00193,homogeneous confined,sparse3,5.0,5.0,605.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00194,homogeneous confined,standard4,1.0,10.0,1005.0,0.0,0.0,,none,98.5900603509301,98.5900603509301,100.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00195,homogeneous confined,far4,2.0,5.0,805.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00196,homogeneous confined,near4,5.0,7.5,805.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,50.0,,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00197,homogeneous confined,near4,5.0,10.0,605.0,0.0,0.0,,none,220.45407685048622,220.45407685048622,50.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00198,homogeneous confined,standard4,10.0,10.0,805.0,0.0,0.0,,none,311.7691453623984,311.7691453623984,100.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00199,homogeneous confined,mixed4,1.0,10.0,605.0,0.0,0.0,,none,100.0,98.59006035092999,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00200,homogeneous confined,far4,5.0,7.5,1205.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00201,homogeneous confined,near4,1.0,10.0,1005.0,0.0,0.0,,none,98.5900603509301,98.5900603509301,50.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00202,homogeneous confined,sparse3,1.0,7.5,1005.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00203,homogeneous confined,standard4,1.0,5.0,405.0,0.0,0.0,,none,98.59006035093006,98.59006035093006,100.0,,197.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00204,homogeneous confined,standard4,10.0,5.0,605.0,0.0,0.0,,none,297.5,311.76914536239855,100.0,,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00205,homogeneous confined,sparse3,10.0,7.5,1205.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,200.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00206,homogeneous confined,standard4,5.0,5.0,1005.0,0.0,0.0,,none,220.4540768504866,220.4540768504866,100.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00207,homogeneous confined,mixed4,2.0,10.0,605.0,0.0,0.0,,none,139.42740046346714,139.42740046346714,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00208,homogeneous confined,mixed4,10.0,5.0,1005.0,0.0,0.0,,none,311.7691453623987,311.7691453623987,200.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00209,homogeneous confined,mixed4,2.0,7.5,805.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,200.0,,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00210,homogeneous confined,near4,2.0,7.5,1005.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,50.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00211,homogeneous confined,mixed4,1.0,5.0,1005.0,0.0,0.0,,none,100.0,98.59006035093014,200.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00212,homogeneous confined,mixed4,2.0,7.5,1205.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00213,homogeneous confined,near4,10.0,7.5,1205.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,50.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00214,homogeneous confined,far4,2.0,7.5,605.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00215,homogeneous confined,mixed4,10.0,7.5,805.0,0.0,0.0,,none,311.7691453623984,311.7691453623984,200.0,,395.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00216,homogeneous confined,near4,1.0,5.0,1005.0,0.0,0.0,,none,98.59006035093014,98.59006035093014,50.0,,497.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00217,homogeneous confined,dense5,1.0,5.0,605.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00218,homogeneous confined,near4,1.0,7.5,1005.0,0.0,0.0,,none,98.5900603509301,98.5900603509301,50.0,,495.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00219,homogeneous confined,standard4,1.0,10.0,1005.0,0.0,0.0,,none,98.5900603509301,98.5900603509301,100.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00220,homogeneous confined,standard4,2.0,5.0,1205.0,0.0,0.0,,none,139.42740046346748,139.42740046346748,100.0,,597.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00221,homogeneous confined,near4,2.0,7.5,605.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,50.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00222,homogeneous confined,dense5,5.0,10.0,1005.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,200.0,,492.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00223,homogeneous confined,far4,2.0,5.0,605.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00224,homogeneous confined,dense5,5.0,10.0,605.0,0.0,0.0,,none,220.45407685048622,220.45407685048622,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00225,homogeneous confined,standard4,5.0,5.0,805.0,0.0,0.0,,none,220.4540768504865,220.4540768504865,100.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00226,homogeneous confined,near4,10.0,10.0,1205.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,50.0,,592.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00227,homogeneous confined,mixed4,2.0,7.5,1205.0,0.0,0.0,,none,139.4274004634673,139.4274004634673,200.0,,595.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00228,homogeneous confined,near4,10.0,5.0,805.0,0.0,0.0,,none,311.76914536239855,311.76914536239855,50.0,,397.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00229,homogeneous confined,dense5,2.0,7.5,605.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00230,homogeneous confined,near4,2.0,5.0,405.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,50.0,,197.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00231,homogeneous confined,standard4,5.0,10.0,805.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,100.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00232,homogeneous confined,mixed4,10.0,10.0,805.0,0.0,0.0,,none,311.7691453623984,311.7691453623984,200.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00233,homogeneous confined,dense5,2.0,7.5,605.0,0.0,0.0,,none,139.42740046346722,139.42740046346722,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00234,homogeneous confined,sparse3,1.0,5.0,605.0,0.0,0.0,,none,100.0,98.5900603509301,200.0,,297.5,1.0,1.0000000000000027,sensitivity comparison only
mega_homogeneous_confined_00235,homogeneous confined,near4,5.0,7.5,605.0,0.0,0.0,,none,220.4540768504864,220.4540768504864,50.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00236,homogeneous confined,dense5,10.0,7.5,605.0,0.0,0.0,,none,295.0,311.7691453623984,200.0,,295.0,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00237,homogeneous confined,sparse3,5.0,10.0,605.0,0.0,0.0,,none,220.45407685048622,220.45407685048622,200.0,,292.5,1.0,1.0000000000000044,sensitivity comparison only
mega_homogeneous_confined_00238,homogeneous confined,mixed4,10.0,10.0,805.0,0.0,0.0,,none,311.7691453623984,311.7691453623984,200.0,,392.5,1.0,1.0000000000000044,sensitivity comparison only
