scenario_id,scenario_class,ensemble_role,well,reference_solution,exactness,radius_m,bias_eta,sd_eta,rmse_m,max_abs_error_m,median_abs_error_m,pass_flag
strict_boundary_07,constant head boundary,ensemble,R50E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,51.478150704935004,0.03562680019014129,0.10273410975959632,0.00445369810369378,0.011102182634760649,0.0005512058046411791,
strict_boundary_07,constant head boundary,ensemble,R100E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,98.6154146165801,0.04098269303132133,0.09818728846245213,0.0019047984024819912,0.00683194739512219,6.643200324113521e-06,
strict_boundary_07,constant head boundary,ensemble,R100N,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,98.6154146165801,0.04098267767138678,0.09818729320746963,0.001904796562480512,0.006831937470934024,6.643222506743455e-06,
strict_boundary_08,constant head boundary,ensemble,R20E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,21.213203435596427,0.021658407179641796,0.10793853576270673,0.008692016929471462,0.014303132299550048,0.005605925207114254,
strict_boundary_08,constant head boundary,ensemble,R50E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,49.49747468305833,0.03210556806317029,0.09850382740996205,0.004691440923492758,0.011378253800774785,0.0006269894674745531,
strict_boundary_08,constant head boundary,ensemble,R100E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,102.59142264341595,0.04074376069878448,0.0969391370318936,0.0017546773646922279,0.006385414551296986,3.851652175098594e-06,
strict_boundary_08,constant head boundary,ensemble,R100N,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,102.59142264341595,0.0407437341020714,0.0969391389060366,0.001754677055969148,0.006385412568770399,3.851657017606234e-06,
strict_boundary_09,constant head boundary,ensemble,R20E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,18.027756377319946,0.03191789754899545,0.12924555837739332,0.009350770078922847,0.014468839254440757,0.007965995267482068,
strict_boundary_09,constant head boundary,ensemble,R50E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,51.478150704935004,0.03563299891241421,0.10273007544960153,0.004447965562000705,0.011046808125884766,0.0005512058046409588,
strict_boundary_09,constant head boundary,ensemble,R100E,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,98.6154146165801,0.04100665029591643,0.0981674027356415,0.0018911137156069164,0.006739261046972839,6.64320032411352e-06,
strict_boundary_09,constant head boundary,ensemble,R100N,Theis no-boundary reference,diagnostic only; square first-type boundary is not a single image-well analytical solution,98.6154146165801,0.041006630016701066,0.09816741072679455,0.0018911137135426707,0.006739261332506852,6.643222506743456e-06,
sens_grid_homogeneous_00,homogeneous confined,grid_sensitivity,R20E,Theis analytical,direct baseline,20.0,0.2105830611214346,0.32511220965094123,0.0029525020221598695,0.006175771627527313,0.0024118080694667254,False
sens_grid_homogeneous_00,homogeneous confined,grid_sensitivity,R50E,Theis analytical,direct baseline,50.0,0.07236215341438791,0.15950793824521392,0.004007503757610442,0.009749411041138134,0.001043103693672704,False
sens_grid_homogeneous_00,homogeneous confined,grid_sensitivity,R100E,Theis analytical,direct baseline,100.0,0.049951886317853904,0.11248056865757476,0.0017738016769337332,0.006263831395866781,9.895766520929387e-06,False
sens_grid_homogeneous_00,homogeneous confined,grid_sensitivity,R100N,Theis analytical,direct baseline,100.0,0.04995188364064652,0.11248057061460272,0.0017738024102375383,0.006263833838739907,9.895766520929387e-06,False
sens_grid_leakage_01,vertical leakage,grid_sensitivity,R20E,Hantush-Jacob analytical,direct baseline,20.0,0.21077217535321965,0.32421900098374556,0.002736474799543798,0.006124332690387634,0.0016838431166863455,False
sens_grid_leakage_01,vertical leakage,grid_sensitivity,R50E,Hantush-Jacob analytical,direct baseline,50.0,0.06789930906357174,0.15824220822614246,0.0035366211426177087,0.007607416222926128,0.0009444200756877264,False
sens_grid_leakage_01,vertical leakage,grid_sensitivity,R100E,Hantush-Jacob analytical,direct baseline,100.0,0.03742831776003517,0.10534520583982603,0.0016489743759433321,0.004769107641629938,9.363222381106681e-06,False
sens_grid_leakage_01,vertical leakage,grid_sensitivity,R100N,Hantush-Jacob analytical,direct baseline,100.0,0.037428313582317733,0.105345209647877,0.0016489752195373594,0.00476911111720317,9.363222381106681e-06,False
